gene_id,gene_symbol,half_life_h,cell_line,source
Igbp1,Igbp1,5.0282973002828,mESC,Herzog2017_SLAMseq
Igdcc3,Igdcc3,6.92295931423709,mESC,Herzog2017_SLAMseq
Igfbp2,Igfbp2,9.67569129985427,mESC,Herzog2017_SLAMseq
Igsf8,Igsf8,5.09693291954454,mESC,Herzog2017_SLAMseq
Igsf9,Igsf9,2.55521404396393,mESC,Herzog2017_SLAMseq
Ik,Ik,5.02400162595685,mESC,Herzog2017_SLAMseq
Il17d,Il17d,4.25750600566275,mESC,Herzog2017_SLAMseq
Il17rd,Il17rd,2.04212847661267,mESC,Herzog2017_SLAMseq
Il6st,Il6st,2.51048399073618,mESC,Herzog2017_SLAMseq
Ilf2,Ilf2,7.39040247901945,mESC,Herzog2017_SLAMseq
Ilf2,Ilf2,5.56534977114159,mESC,Herzog2017_SLAMseq
Ilf3,Ilf3,3.79650000937265,mESC,Herzog2017_SLAMseq
Ilf3,Ilf3,3.49202897438663,mESC,Herzog2017_SLAMseq
Ilvbl,Ilvbl,1.04042345496035,mESC,Herzog2017_SLAMseq
Immt,Immt,7.38159652708287,mESC,Herzog2017_SLAMseq
Imp3,Imp3,2.53110571458657,mESC,Herzog2017_SLAMseq
Imp4,Imp4,4.04182308938088,mESC,Herzog2017_SLAMseq
Imp4,Imp4,3.93447675110108,mESC,Herzog2017_SLAMseq
Impa2,Impa2,5.05119888940034,mESC,Herzog2017_SLAMseq
Impact,Impact,3.21960076827036,mESC,Herzog2017_SLAMseq
Impdh2,Impdh2,7.87249335746583,mESC,Herzog2017_SLAMseq
Ing1,Ing1,3.3489678001047,mESC,Herzog2017_SLAMseq
Ing3,Ing3,3.03194018006617,mESC,Herzog2017_SLAMseq
Ing5,Ing5,2.09429692410572,mESC,Herzog2017_SLAMseq
Inpp5a,Inpp5a,6.0468853609727,mESC,Herzog2017_SLAMseq
Inpp5b,Inpp5b,3.7672928743892,mESC,Herzog2017_SLAMseq
Inpp5d,Inpp5d,2.6766952043707,mESC,Herzog2017_SLAMseq
Inpp5k,Inpp5k,5.39480965422736,mESC,Herzog2017_SLAMseq
Insig1,Insig1,3.20900950662428,mESC,Herzog2017_SLAMseq
Ints11,Ints11,5.09381948231546,mESC,Herzog2017_SLAMseq
Ints14,Ints14,2.94068199457775,mESC,Herzog2017_SLAMseq
Ints5,Ints5,2.54808658840399,mESC,Herzog2017_SLAMseq
Ints7,Ints7,5.17905880280016,mESC,Herzog2017_SLAMseq
Ints9,Ints9,5.23153764100719,mESC,Herzog2017_SLAMseq
Ip6k1,Ip6k1,2.83095331427216,mESC,Herzog2017_SLAMseq
Ipmk,Ipmk,2.88683601301583,mESC,Herzog2017_SLAMseq
Ipo5,Ipo5,5.83837529006106,mESC,Herzog2017_SLAMseq
Ipo5,Ipo5,8.86640671737355,mESC,Herzog2017_SLAMseq
Ipo7,Ipo7,3.17683974159164,mESC,Herzog2017_SLAMseq
Ipo7,Ipo7,2.38625444413117,mESC,Herzog2017_SLAMseq
Ippk,Ippk,1.79979796087667,mESC,Herzog2017_SLAMseq
Iqcb1,Iqcb1,3.47077590936546,mESC,Herzog2017_SLAMseq
Iqgap3,Iqgap3,2.90432347892086,mESC,Herzog2017_SLAMseq
Ireb2,Ireb2,3.62259180446815,mESC,Herzog2017_SLAMseq
Irf1,Irf1,1.23108505365406,mESC,Herzog2017_SLAMseq
Irf2bp1,Irf2bp1,1.94310516152186,mESC,Herzog2017_SLAMseq
Irf3,Irf3,1.79959695988846,mESC,Herzog2017_SLAMseq
Irf9,Irf9,0.978312717475673,mESC,Herzog2017_SLAMseq
Irgq,Irgq,2.97260552092322,mESC,Herzog2017_SLAMseq
Isca2,Isca2,4.36613478283349,mESC,Herzog2017_SLAMseq
Iscu,Iscu,6.31581236329499,mESC,Herzog2017_SLAMseq
Isg20l2,Isg20l2,3.40329716299321,mESC,Herzog2017_SLAMseq
Isoc1,Isoc1,7.44725610740957,mESC,Herzog2017_SLAMseq
Isoc2a,Isoc2a,5.80525145046632,mESC,Herzog2017_SLAMseq
Isyna1,Isyna1,6.01281302642331,mESC,Herzog2017_SLAMseq
Itga6,Itga6,3.06386560574639,mESC,Herzog2017_SLAMseq
Itgb1,Itgb1,5.16315828717379,mESC,Herzog2017_SLAMseq
Itgb1,Itgb1,5.85331826274809,mESC,Herzog2017_SLAMseq
Itgb5,Itgb5,3.46055340551275,mESC,Herzog2017_SLAMseq
Itm2c,Itm2c,3.94225228983605,mESC,Herzog2017_SLAMseq
Itpa,Itpa,4.66839427270303,mESC,Herzog2017_SLAMseq
Itpka,Itpka,3.32450462447153,mESC,Herzog2017_SLAMseq
Itpr3,Itpr3,5.02799130197497,mESC,Herzog2017_SLAMseq
Ivns1abp,Ivns1abp,3.91731694083697,mESC,Herzog2017_SLAMseq
Iws1,Iws1,3.03495900026026,mESC,Herzog2017_SLAMseq
Jade1,Jade1,1.96549831588152,mESC,Herzog2017_SLAMseq
Jade3,Jade3,3.3645730210619,mESC,Herzog2017_SLAMseq
Jagn1,Jagn1,2.01454969058203,mESC,Herzog2017_SLAMseq
Jam2,Jam2,4.98174397619485,mESC,Herzog2017_SLAMseq
Jam2,Jam2,4.35206316506766,mESC,Herzog2017_SLAMseq
Jam2,Jam2,2.45876443515746,mESC,Herzog2017_SLAMseq
Jam2,Jam2,2.40668436873948,mESC,Herzog2017_SLAMseq
Jarid2,Jarid2,6.1285947025584,mESC,Herzog2017_SLAMseq
Jarid2,Jarid2,3.75353173222073,mESC,Herzog2017_SLAMseq
Jarid2,Jarid2,3.48121968205631,mESC,Herzog2017_SLAMseq
Jkamp,Jkamp,2.79568654739813,mESC,Herzog2017_SLAMseq
Jmjd1c,Jmjd1c,1.74650869884859,mESC,Herzog2017_SLAMseq
Jtb,Jtb,2.88325040641219,mESC,Herzog2017_SLAMseq
Jund,Jund,3.0124749992144,mESC,Herzog2017_SLAMseq
Kat2b,Kat2b,2.8698073561633,mESC,Herzog2017_SLAMseq
Kat6a,Kat6a,2.7124441591189,mESC,Herzog2017_SLAMseq
Kat6b,Kat6b,1.77731626004407,mESC,Herzog2017_SLAMseq
Kat8,Kat8,5.38314131393388,mESC,Herzog2017_SLAMseq
Katna1,Katna1,3.90768569534407,mESC,Herzog2017_SLAMseq
Katnb1,Katnb1,6.33396366797248,mESC,Herzog2017_SLAMseq
Katnbl1,Katnbl1,2.64221547680353,mESC,Herzog2017_SLAMseq
Katnbl1,Katnbl1,2.7581354071468,mESC,Herzog2017_SLAMseq
Kbtbd6,Kbtbd6,1.38424700425757,mESC,Herzog2017_SLAMseq
Kbtbd7,Kbtbd7,1.55861875248677,mESC,Herzog2017_SLAMseq
Kbtbd8,Kbtbd8,2.15148050647426,mESC,Herzog2017_SLAMseq
Kctd2,Kctd2,3.57815101562875,mESC,Herzog2017_SLAMseq
Kctd20,Kctd20,3.271025308068,mESC,Herzog2017_SLAMseq
Kctd20,Kctd20,2.53817771673458,mESC,Herzog2017_SLAMseq
Kctd9,Kctd9,2.69385747970684,mESC,Herzog2017_SLAMseq
Kdelr1,Kdelr1,5.79543023892584,mESC,Herzog2017_SLAMseq
Kdelr2,Kdelr2,4.66874474795886,mESC,Herzog2017_SLAMseq
Kdelr3,Kdelr3,2.23334141115907,mESC,Herzog2017_SLAMseq
Kdm3b,Kdm3b,2.82371160088908,mESC,Herzog2017_SLAMseq
Kdm5a,Kdm5a,2.20106013390828,mESC,Herzog2017_SLAMseq
Kdm5b,Kdm5b,3.15380241424991,mESC,Herzog2017_SLAMseq
Kdm5b,Kdm5b,3.20260455310925,mESC,Herzog2017_SLAMseq
Kdm5c,Kdm5c,3.75686922033804,mESC,Herzog2017_SLAMseq
Kdm5c,Kdm5c,3.54860540557657,mESC,Herzog2017_SLAMseq
Kdm6a,Kdm6a,3.12269156012254,mESC,Herzog2017_SLAMseq
Khdrbs3,Khdrbs3,4.09380154629583,mESC,Herzog2017_SLAMseq
Kif11,Kif11,3.39529864726801,mESC,Herzog2017_SLAMseq
Kif11,Kif11,2.41586886406101,mESC,Herzog2017_SLAMseq
Kif14,Kif14,3.08798085234473,mESC,Herzog2017_SLAMseq
Kif15,Kif15,3.94146346690795,mESC,Herzog2017_SLAMseq
Kif18a,Kif18a,1.81869176262302,mESC,Herzog2017_SLAMseq
Kif1c,Kif1c,3.71947872498948,mESC,Herzog2017_SLAMseq
Kif20a,Kif20a,4.02462428350238,mESC,Herzog2017_SLAMseq
Kif3b,Kif3b,1.86313361746341,mESC,Herzog2017_SLAMseq
Kif4,Kif4,2.14685618472173,mESC,Herzog2017_SLAMseq
Kifc5b,Kifc5b,2.37750719723843,mESC,Herzog2017_SLAMseq
Kin,Kin,2.02001512371382,mESC,Herzog2017_SLAMseq
Kit,Kit,3.91749826460502,mESC,Herzog2017_SLAMseq
Klc1,Klc1,4.77789262901956,mESC,Herzog2017_SLAMseq
Klc1,Klc1,2.19978710717796,mESC,Herzog2017_SLAMseq
Klf2,Klf2,1.47841999415706,mESC,Herzog2017_SLAMseq
Klf3,Klf3,2.17494452737725,mESC,Herzog2017_SLAMseq
Klf5,Klf5,2.10623362733254,mESC,Herzog2017_SLAMseq
Klf5,Klf5,2.25690643403244,mESC,Herzog2017_SLAMseq
Klf6,Klf6,2.03633125283553,mESC,Herzog2017_SLAMseq
Klf8,Klf8,3.34323094878702,mESC,Herzog2017_SLAMseq
Klf9,Klf9,1.69230704931842,mESC,Herzog2017_SLAMseq
Klhdc10,Klhdc10,4.42446814428772,mESC,Herzog2017_SLAMseq
Klhdc10,Klhdc10,2.02415746910543,mESC,Herzog2017_SLAMseq
Klhdc2,Klhdc2,4.16076922921448,mESC,Herzog2017_SLAMseq
Klhl12,Klhl12,3.22872661742251,mESC,Herzog2017_SLAMseq
Klhl21,Klhl21,2.02811780256215,mESC,Herzog2017_SLAMseq
Klhl22,Klhl22,3.69283175697164,mESC,Herzog2017_SLAMseq
Klhl7,Klhl7,3.77044570680508,mESC,Herzog2017_SLAMseq
Kmt5a,Kmt5a,4.03953946943537,mESC,Herzog2017_SLAMseq
Kmt5c,Kmt5c,4.2848310999368,mESC,Herzog2017_SLAMseq
Knl1,Knl1,1.34311843087993,mESC,Herzog2017_SLAMseq
Knstrn,Knstrn,2.98789056590802,mESC,Herzog2017_SLAMseq
Kntc1,Kntc1,3.28222112192486,mESC,Herzog2017_SLAMseq
Kpna1,Kpna1,2.28234754032987,mESC,Herzog2017_SLAMseq
Kpna1,Kpna1,1.64090059135571,mESC,Herzog2017_SLAMseq
Krcc1,Krcc1,3.95762248422868,mESC,Herzog2017_SLAMseq
Krit1,Krit1,3.45447577352407,mESC,Herzog2017_SLAMseq
Krr1,Krr1,3.69411649537453,mESC,Herzog2017_SLAMseq
Krtcap2,Krtcap2,7.44369973253382,mESC,Herzog2017_SLAMseq
Kti12,Kti12,1.74981825893543,mESC,Herzog2017_SLAMseq
Ktn1,Ktn1,4.23955692209025,mESC,Herzog2017_SLAMseq
Kyat3,Kyat3,4.3941976158278,mESC,Herzog2017_SLAMseq
L1td1,L1td1,3.94294866817411,mESC,Herzog2017_SLAMseq
L3mbtl2,L3mbtl2,3.59555612287545,mESC,Herzog2017_SLAMseq
Lamb1,Lamb1,7.25464917005455,mESC,Herzog2017_SLAMseq
Lamp1,Lamp1,7.02578622468452,mESC,Herzog2017_SLAMseq
Lamtor1,Lamtor1,3.99038223039982,mESC,Herzog2017_SLAMseq
Lamtor3,Lamtor3,4.61764424187163,mESC,Herzog2017_SLAMseq
Lamtor4,Lamtor4,8.65602211717178,mESC,Herzog2017_SLAMseq
Lamtor5,Lamtor5,5.81720785578178,mESC,Herzog2017_SLAMseq
Lancl2,Lancl2,4.9627247072596,mESC,Herzog2017_SLAMseq
Lap3,Lap3,6.02339611137155,mESC,Herzog2017_SLAMseq
Lap3,Lap3,7.12427255230953,mESC,Herzog2017_SLAMseq
Laptm4a,Laptm4a,5.70392936790458,mESC,Herzog2017_SLAMseq
Laptm4b,Laptm4b,3.67219030038478,mESC,Herzog2017_SLAMseq
Laptm5,Laptm5,6.85650808818068,mESC,Herzog2017_SLAMseq
Larp1,Larp1,3.64081058713614,mESC,Herzog2017_SLAMseq
Larp4,Larp4,2.928867182306,mESC,Herzog2017_SLAMseq
Larp4b,Larp4b,2.46179408081548,mESC,Herzog2017_SLAMseq
Lasp1,Lasp1,4.27309781139996,mESC,Herzog2017_SLAMseq
Lbhd1,Lbhd1,4.26430533141471,mESC,Herzog2017_SLAMseq
Lcmt1,Lcmt1,7.83260984280295,mESC,Herzog2017_SLAMseq
Ldah,Ldah,3.68041349545548,mESC,Herzog2017_SLAMseq
Ldha,Ldha,9.77104456868275,mESC,Herzog2017_SLAMseq
Ldlr,Ldlr,1.68997083398296,mESC,Herzog2017_SLAMseq
Lefty1,Lefty1,1.48830546886302,mESC,Herzog2017_SLAMseq
Lefty2,Lefty2,3.57496411638405,mESC,Herzog2017_SLAMseq
Leo1,Leo1,3.12307170039287,mESC,Herzog2017_SLAMseq
Leprot,Leprot,3.7812394233172,mESC,Herzog2017_SLAMseq
Lgals3,Lgals3,6.91388947055446,mESC,Herzog2017_SLAMseq
Lgr4,Lgr4,4.94440656475568,mESC,Herzog2017_SLAMseq
Lias,Lias,3.98856578648361,mESC,Herzog2017_SLAMseq
Lifr,Lifr,2.63218453657374,mESC,Herzog2017_SLAMseq
Lig1,Lig1,6.75702659005197,mESC,Herzog2017_SLAMseq
Lims1,Lims1,3.62141573003472,mESC,Herzog2017_SLAMseq
Lin7c,Lin7c,3.25681136662625,mESC,Herzog2017_SLAMseq
Lin9,Lin9,2.51912676129523,mESC,Herzog2017_SLAMseq
Llgl1,Llgl1,4.80600688121114,mESC,Herzog2017_SLAMseq
Llgl2,Llgl2,4.43977951209916,mESC,Herzog2017_SLAMseq
Llph,Llph,4.49351600929913,mESC,Herzog2017_SLAMseq
Lmnb1,Lmnb1,4.72818720344655,mESC,Herzog2017_SLAMseq
LOC109729085,LOC109729085,2.9932515461525,mESC,Herzog2017_SLAMseq
Lpar6,Lpar6,2.33602215726702,mESC,Herzog2017_SLAMseq
Lpcat1,Lpcat1,4.69645744786441,mESC,Herzog2017_SLAMseq
Lpcat3,Lpcat3,5.79872601077365,mESC,Herzog2017_SLAMseq
Lrch4,Lrch4,2.07191144644347,mESC,Herzog2017_SLAMseq
Lrch4,Lrch4,2.74969135197932,mESC,Herzog2017_SLAMseq
Lrp10,Lrp10,2.5178701551384,mESC,Herzog2017_SLAMseq
Lrp11,Lrp11,2.91555309518694,mESC,Herzog2017_SLAMseq
Lrr1,Lrr1,3.84606297943101,mESC,Herzog2017_SLAMseq
Lrrc14,Lrrc14,2.13233449134155,mESC,Herzog2017_SLAMseq
Lrrc40,Lrrc40,3.77661218993721,mESC,Herzog2017_SLAMseq
Lrrc47,Lrrc47,4.33866705617605,mESC,Herzog2017_SLAMseq
Lrrc58,Lrrc58,2.48284791751598,mESC,Herzog2017_SLAMseq
Lrrc59,Lrrc59,5.01420729974737,mESC,Herzog2017_SLAMseq
Lrrc59,Lrrc59,6.12096428126949,mESC,Herzog2017_SLAMseq
Lrrc8a,Lrrc8a,2.86822768758211,mESC,Herzog2017_SLAMseq
Lrrc8d,Lrrc8d,2.56807368246615,mESC,Herzog2017_SLAMseq
Lrrfip2,Lrrfip2,4.78984370970462,mESC,Herzog2017_SLAMseq
Lsm1,Lsm1,2.36668424620006,mESC,Herzog2017_SLAMseq
Lsm10,Lsm10,2.93090315263329,mESC,Herzog2017_SLAMseq
Lsm14b,Lsm14b,3.92292862015566,mESC,Herzog2017_SLAMseq
Lsm2,Lsm2,4.04608319151819,mESC,Herzog2017_SLAMseq
Lsm3,Lsm3,5.42133708127646,mESC,Herzog2017_SLAMseq
Lsm4,Lsm4,11.2702205228355,mESC,Herzog2017_SLAMseq
Lsm8,Lsm8,4.49533973741497,mESC,Herzog2017_SLAMseq
Lss,Lss,2.67141545269483,mESC,Herzog2017_SLAMseq
Lta4h,Lta4h,5.76723377350557,mESC,Herzog2017_SLAMseq
Luc7l,Luc7l,1.93941992220478,mESC,Herzog2017_SLAMseq
Luc7l,Luc7l,2.94958202782128,mESC,Herzog2017_SLAMseq
Luc7l,Luc7l,1.77665199248041,mESC,Herzog2017_SLAMseq
Luc7l2,Luc7l2,2.98718784916364,mESC,Herzog2017_SLAMseq
Luc7l2,Luc7l2,3.38918679750639,mESC,Herzog2017_SLAMseq
Luc7l2,Luc7l2,2.51312113519477,mESC,Herzog2017_SLAMseq
Luzp1,Luzp1,1.78086600536214,mESC,Herzog2017_SLAMseq
Ly6e,Ly6e,5.40372343220053,mESC,Herzog2017_SLAMseq
Lyar,Lyar,4.88554099836692,mESC,Herzog2017_SLAMseq
Lypla1,Lypla1,7.11161110464878,mESC,Herzog2017_SLAMseq
Lyrm9,Lyrm9,4.50561611525843,mESC,Herzog2017_SLAMseq
Lzic,Lzic,3.00496432171551,mESC,Herzog2017_SLAMseq
Lztr1,Lztr1,3.30841901529317,mESC,Herzog2017_SLAMseq
M6pr,M6pr,3.84728962934525,mESC,Herzog2017_SLAMseq
M6pr,M6pr,4.92448648977175,mESC,Herzog2017_SLAMseq
Mad2l1,Mad2l1,3.81082054972838,mESC,Herzog2017_SLAMseq
Mad2l2,Mad2l2,6.09915880334788,mESC,Herzog2017_SLAMseq
Maea,Maea,2.97522486912128,mESC,Herzog2017_SLAMseq
Maf1,Maf1,4.12487234975093,mESC,Herzog2017_SLAMseq
Magoh,Magoh,7.94441904319941,mESC,Herzog2017_SLAMseq
Maip1,Maip1,3.78334288507793,mESC,Herzog2017_SLAMseq
Malsu1,Malsu1,2.88752494966248,mESC,Herzog2017_SLAMseq
Man2c1,Man2c1,3.64926625998108,mESC,Herzog2017_SLAMseq
Manba,Manba,4.05972947983216,mESC,Herzog2017_SLAMseq
Manbal,Manbal,3.31449476726261,mESC,Herzog2017_SLAMseq
Maoa,Maoa,7.41461108504166,mESC,Herzog2017_SLAMseq
Map1lc3a,Map1lc3a,14.4157763670601,mESC,Herzog2017_SLAMseq
Map1lc3b,Map1lc3b,3.91254637866263,mESC,Herzog2017_SLAMseq
Map1s,Map1s,1.91652894744928,mESC,Herzog2017_SLAMseq
Map2k2,Map2k2,3.90437591574566,mESC,Herzog2017_SLAMseq
Map2k2,Map2k2,2.78526553530492,mESC,Herzog2017_SLAMseq
Map2k3,Map2k3,3.1723757229917,mESC,Herzog2017_SLAMseq
Map2k7,Map2k7,3.70731351865952,mESC,Herzog2017_SLAMseq
Map3k7,Map3k7,2.18203624807396,mESC,Herzog2017_SLAMseq
Map4,Map4,3.17313561933644,mESC,Herzog2017_SLAMseq
Map4,Map4,4.25760067748149,mESC,Herzog2017_SLAMseq
Map4k4,Map4k4,4.09761956340907,mESC,Herzog2017_SLAMseq
Map6,Map6,3.6466514194655,mESC,Herzog2017_SLAMseq
Map7,Map7,3.69877859997085,mESC,Herzog2017_SLAMseq
Map7d2,Map7d2,4.57140356919064,mESC,Herzog2017_SLAMseq
Map9,Map9,1.4962751424675,mESC,Herzog2017_SLAMseq
Mapk1,Mapk1,4.12987066527041,mESC,Herzog2017_SLAMseq
Mapk1,Mapk1,4.0218477937468,mESC,Herzog2017_SLAMseq
Mapk14,Mapk14,3.27387828330512,mESC,Herzog2017_SLAMseq
Mapk1ip1l,Mapk1ip1l,3.59251462675935,mESC,Herzog2017_SLAMseq
Mapk3,Mapk3,5.10365009432722,mESC,Herzog2017_SLAMseq
Mapre1,Mapre1,8.26856676325179,mESC,Herzog2017_SLAMseq
Mapre1,Mapre1,5.98895831569346,mESC,Herzog2017_SLAMseq
Mapre2,Mapre2,4.34278785306868,mESC,Herzog2017_SLAMseq
5-Mar,5-Mar,3.72258418822148,mESC,Herzog2017_SLAMseq
7-Mar,7-Mar,1.98924517489353,mESC,Herzog2017_SLAMseq
Marcksl1,Marcksl1,6.68123312051145,mESC,Herzog2017_SLAMseq
Mark3,Mark3,4.0191684960967,mESC,Herzog2017_SLAMseq
Mark3,Mark3,3.04938615704563,mESC,Herzog2017_SLAMseq
Marveld1,Marveld1,2.88498123697848,mESC,Herzog2017_SLAMseq
Matr3,Matr3,5.14539343970985,mESC,Herzog2017_SLAMseq
Mavs,Mavs,1.75896944724365,mESC,Herzog2017_SLAMseq
Mcam,Mcam,4.38010088482383,mESC,Herzog2017_SLAMseq
Mcl1,Mcl1,2.24931205892652,mESC,Herzog2017_SLAMseq
Mcl1,Mcl1,2.43565632341785,mESC,Herzog2017_SLAMseq
Mcl1,Mcl1,1.98500643269715,mESC,Herzog2017_SLAMseq
Mcm3ap,Mcm3ap,5.26617471284741,mESC,Herzog2017_SLAMseq
Mcm5,Mcm5,4.41343816994321,mESC,Herzog2017_SLAMseq
Mcts1,Mcts1,7.94703710574102,mESC,Herzog2017_SLAMseq
Mcts2,Mcts2,5.0084383414168,mESC,Herzog2017_SLAMseq
Mdc1,Mdc1,2.97816263060215,mESC,Herzog2017_SLAMseq
Mdh2,Mdh2,7.21309895595467,mESC,Herzog2017_SLAMseq
Mdn1,Mdn1,2.99525594278587,mESC,Herzog2017_SLAMseq
Mea1,Mea1,5.80199837381191,mESC,Herzog2017_SLAMseq
Meaf6,Meaf6,5.01097076141379,mESC,Herzog2017_SLAMseq
Med10,Med10,5.17116679534739,mESC,Herzog2017_SLAMseq
Med12,Med12,5.21782794451984,mESC,Herzog2017_SLAMseq
Med13l,Med13l,3.74938379807202,mESC,Herzog2017_SLAMseq
Med19,Med19,5.34812324172212,mESC,Herzog2017_SLAMseq
Med20,Med20,2.01721370909479,mESC,Herzog2017_SLAMseq
Med21,Med21,5.21023931316252,mESC,Herzog2017_SLAMseq
Med23,Med23,2.64350863496579,mESC,Herzog2017_SLAMseq
Med27,Med27,3.9737617045157,mESC,Herzog2017_SLAMseq
Med28,Med28,4.0217200066714,mESC,Herzog2017_SLAMseq
Med30,Med30,4.90077726197312,mESC,Herzog2017_SLAMseq
Med4,Med4,1.70181832960793,mESC,Herzog2017_SLAMseq
Med7,Med7,1.53674686933679,mESC,Herzog2017_SLAMseq
Med8,Med8,4.70396226674314,mESC,Herzog2017_SLAMseq
Med9,Med9,2.47501103335595,mESC,Herzog2017_SLAMseq
Mef2d,Mef2d,2.36997418015977,mESC,Herzog2017_SLAMseq
Meg3,Meg3,4.08292996669641,mESC,Herzog2017_SLAMseq
Melk,Melk,4.64606718667635,mESC,Herzog2017_SLAMseq
Men1,Men1,2.67797874378989,mESC,Herzog2017_SLAMseq
Mesdc2,Mesdc2,3.29019726099048,mESC,Herzog2017_SLAMseq
Mest,Mest,4.48781785850445,mESC,Herzog2017_SLAMseq
Mettl1,Mettl1,2.82920441285253,mESC,Herzog2017_SLAMseq
Mettl16,Mettl16,7.08443340226744,mESC,Herzog2017_SLAMseq
Mettl17,Mettl17,3.04631033627783,mESC,Herzog2017_SLAMseq
Mex3a,Mex3a,2.91138373377443,mESC,Herzog2017_SLAMseq
Mex3c,Mex3c,2.22075460944712,mESC,Herzog2017_SLAMseq
Mfap5,Mfap5,5.27709297944477,mESC,Herzog2017_SLAMseq
Mff,Mff,3.53684764669805,mESC,Herzog2017_SLAMseq
Mfsd1,Mfsd1,3.92218896201228,mESC,Herzog2017_SLAMseq
Mfsd12,Mfsd12,1.91488222500207,mESC,Herzog2017_SLAMseq
Mfsd3,Mfsd3,2.87512440707071,mESC,Herzog2017_SLAMseq
Mfsd5,Mfsd5,2.11899061837307,mESC,Herzog2017_SLAMseq
Mga,Mga,3.06404976572921,mESC,Herzog2017_SLAMseq
Mgat1,Mgat1,2.4621443449932,mESC,Herzog2017_SLAMseq
Mgat2,Mgat2,1.81229619301331,mESC,Herzog2017_SLAMseq
Mgat4b,Mgat4b,5.78669297285855,mESC,Herzog2017_SLAMseq
Mgme1,Mgme1,1.88216694927981,mESC,Herzog2017_SLAMseq
Mgrn1,Mgrn1,4.00881881997804,mESC,Herzog2017_SLAMseq
Mia2,Mia2,3.0865821722035,mESC,Herzog2017_SLAMseq
Mid1ip1,Mid1ip1,1.89588716641838,mESC,Herzog2017_SLAMseq
Midn,Midn,2.92141274905164,mESC,Herzog2017_SLAMseq
Mief1,Mief1,1.52271078268952,mESC,Herzog2017_SLAMseq
Mier1,Mier1,1.35434640270574,mESC,Herzog2017_SLAMseq
Mink1,Mink1,5.19522598986481,mESC,Herzog2017_SLAMseq
Minpp1,Minpp1,4.20408999951528,mESC,Herzog2017_SLAMseq
Mir124a-1hg,Mir124a-1hg,2.68593599987749,mESC,Herzog2017_SLAMseq
Mirg,Mirg,2.6463673451356,mESC,Herzog2017_SLAMseq
Mis12,Mis12,0.989313398531,mESC,Herzog2017_SLAMseq
Mkl2,Mkl2,1.45361424452189,mESC,Herzog2017_SLAMseq
Mkln1,Mkln1,3.82803526788017,mESC,Herzog2017_SLAMseq
Mkrn2,Mkrn2,3.3054025730507,mESC,Herzog2017_SLAMseq
Mks1,Mks1,4.06298809439837,mESC,Herzog2017_SLAMseq
Mlf2,Mlf2,7.24290022142531,mESC,Herzog2017_SLAMseq
Mllt6,Mllt6,2.13380138497253,mESC,Herzog2017_SLAMseq
Mlx,Mlx,3.25249559332691,mESC,Herzog2017_SLAMseq
Mmp14,Mmp14,2.80522530208606,mESC,Herzog2017_SLAMseq
Mms22l,Mms22l,1.68758874017009,mESC,Herzog2017_SLAMseq
Mnat1,Mnat1,5.78168235370991,mESC,Herzog2017_SLAMseq
Mns1,Mns1,5.20279734269027,mESC,Herzog2017_SLAMseq
Mnt,Mnt,1.82092270555774,mESC,Herzog2017_SLAMseq
Mob1a,Mob1a,2.15183931533951,mESC,Herzog2017_SLAMseq
Mob4,Mob4,3.14174833843582,mESC,Herzog2017_SLAMseq
Mob4,Mob4,2.19891411803824,mESC,Herzog2017_SLAMseq
Mocs3,Mocs3,2.25594989323282,mESC,Herzog2017_SLAMseq
Mogs,Mogs,3.5685254610632,mESC,Herzog2017_SLAMseq
Morc1,Morc1,5.01428344979439,mESC,Herzog2017_SLAMseq
Morc2a,Morc2a,3.21543689021913,mESC,Herzog2017_SLAMseq
Morc3,Morc3,2.01920235960353,mESC,Herzog2017_SLAMseq
Morf4l1b,Morf4l1b,6.38938602131929,mESC,Herzog2017_SLAMseq
Mpg,Mpg,4.42042720448951,mESC,Herzog2017_SLAMseq
Mphosph8,Mphosph8,2.92548451867277,mESC,Herzog2017_SLAMseq
Mplkip,Mplkip,3.75397239010254,mESC,Herzog2017_SLAMseq
Mpp5,Mpp5,5.92543898398499,mESC,Herzog2017_SLAMseq
Mpp6,Mpp6,7.04218640237667,mESC,Herzog2017_SLAMseq
Mprip,Mprip,6.7694554897885,mESC,Herzog2017_SLAMseq
Mpzl2,Mpzl2,2.67704738297912,mESC,Herzog2017_SLAMseq
Mrm3,Mrm3,2.86301957792735,mESC,Herzog2017_SLAMseq
Mrpl1,Mrpl1,5.2275595138945,mESC,Herzog2017_SLAMseq
Mrpl10,Mrpl10,4.27777098929173,mESC,Herzog2017_SLAMseq
Mrpl11,Mrpl11,5.94778393854143,mESC,Herzog2017_SLAMseq
Mrpl12,Mrpl12,3.71919640413616,mESC,Herzog2017_SLAMseq
Mrpl14,Mrpl14,3.70645243682859,mESC,Herzog2017_SLAMseq
Mrpl16,Mrpl16,3.39823063565507,mESC,Herzog2017_SLAMseq
Mrpl2,Mrpl2,5.30715043501348,mESC,Herzog2017_SLAMseq
Mrpl20,Mrpl20,4.71157360352169,mESC,Herzog2017_SLAMseq
Mrpl21,Mrpl21,6.92318668508189,mESC,Herzog2017_SLAMseq
Mrpl22,Mrpl22,5.20835825907682,mESC,Herzog2017_SLAMseq
Mrpl23,Mrpl23,9.88516295631502,mESC,Herzog2017_SLAMseq
