gene_id,gene_symbol,half_life_h,cell_line,source,gencode_gene_id,gencode_transcript_id,gencode_gene_symbol,mapping_method
Eid1,Eid1,4.14891603030109,mESC,Herzog2017_SLAMseq,,,,unmapped
Eid2,Eid2,2.56048961850521,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif1,Eif1,3.487139724365,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif1,Eif1,2.90678637542093,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif1a,Eif1a,2.13174293050022,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif1a,Eif1a,2.41271847335261,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif1ad,Eif1ad,4.11597742385656,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif1ad,Eif1ad,2.99719004980139,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif1ax,Eif1ax,8.62942757271946,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif1b,Eif1b,3.09191170383342,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif2a,Eif2a,5.48115834767297,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif2b2,Eif2b2,3.6579866292914,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif2b5,Eif2b5,6.06971524261637,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif2d,Eif2d,4.64609513725516,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif2s1,Eif2s1,5.57822771610513,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif3b,Eif3b,6.46176745365222,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif3f,Eif3f,9.41513864440802,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif3j1,Eif3j1,4.51815542929722,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif3l,Eif3l,6.98282983947647,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4a2,Eif4a2,2.73632792412502,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4b,Eif4b,3.72493749915572,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4b,Eif4b,3.69296407681927,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4e,Eif4e,4.70943179244571,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4e,Eif4e,2.43166019002015,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4e,Eif4e,2.9196886698171,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4e2,Eif4e2,6.71578033975305,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4e2,Eif4e2,1.53082910265329,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4ebp1,Eif4ebp1,4.17215692706861,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4ebp3,Eif4ebp3,3.30938947749918,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4enif1,Eif4enif1,2.72644031811805,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif4g1,Eif4g1,5.71345270736389,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif5,Eif5,5.35057855914514,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif5,Eif5,4.42951636186734,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif5,Eif5,2.46505210859957,mESC,Herzog2017_SLAMseq,,,,unmapped
Eif5b,Eif5b,4.54142173367589,mESC,Herzog2017_SLAMseq,,,,unmapped
Elac2,Elac2,3.56605111099857,mESC,Herzog2017_SLAMseq,,,,unmapped
Ell,Ell,1.40067063267884,mESC,Herzog2017_SLAMseq,,,,unmapped
Ell2,Ell2,3.67109947926478,mESC,Herzog2017_SLAMseq,,,,unmapped
Elovl5,Elovl5,4.56968403527293,mESC,Herzog2017_SLAMseq,,,,unmapped
Elovl6,Elovl6,3.0152090615374,mESC,Herzog2017_SLAMseq,,,,unmapped
Elp2,Elp2,5.26480899194495,mESC,Herzog2017_SLAMseq,,,,unmapped
Elp6,Elp6,1.61814389568778,mESC,Herzog2017_SLAMseq,,,,unmapped
Emb,Emb,5.26085942411563,mESC,Herzog2017_SLAMseq,,,,unmapped
Emc1,Emc1,3.50471416924683,mESC,Herzog2017_SLAMseq,,,,unmapped
Emc2,Emc2,8.73288827924157,mESC,Herzog2017_SLAMseq,,,,unmapped
Emd,Emd,5.61782630299757,mESC,Herzog2017_SLAMseq,,,,unmapped
Eml2,Eml2,6.21975258462387,mESC,Herzog2017_SLAMseq,,,,unmapped
Eml4,Eml4,5.32924235331027,mESC,Herzog2017_SLAMseq,,,,unmapped
Enc1,Enc1,1.78221664610014,mESC,Herzog2017_SLAMseq,,,,unmapped
Endog,Endog,6.32311830524363,mESC,Herzog2017_SLAMseq,,,,unmapped
Eng,Eng,4.94531639236923,mESC,Herzog2017_SLAMseq,,,,unmapped
Eno1,Eno1,11.7956621701768,mESC,Herzog2017_SLAMseq,,,,unmapped
Eno1b,Eno1b,11.7934705720624,mESC,Herzog2017_SLAMseq,,,,unmapped
Enoph1,Enoph1,3.99121837356715,mESC,Herzog2017_SLAMseq,,,,unmapped
Enox1,Enox1,2.70310653832307,mESC,Herzog2017_SLAMseq,,,,unmapped
Ensa,Ensa,4.85491147321424,mESC,Herzog2017_SLAMseq,,,,unmapped
Eny2,Eny2,6.46315785617734,mESC,Herzog2017_SLAMseq,,,,unmapped
Ep300,Ep300,2.31084472976106,mESC,Herzog2017_SLAMseq,,,,unmapped
Epas1,Epas1,4.5705196757435,mESC,Herzog2017_SLAMseq,,,,unmapped
Epb41l1,Epb41l1,3.53485807943567,mESC,Herzog2017_SLAMseq,,,,unmapped
Epb41l2,Epb41l2,4.16276991554102,mESC,Herzog2017_SLAMseq,,,,unmapped
Epb41l4aos,Epb41l4aos,4.27137878907748,mESC,Herzog2017_SLAMseq,ENSMUSG00000087590.4,ENSMUST00000146010.4,Epb41l4aos,symbol_exact
Epc2,Epc2,1.97804963828895,mESC,Herzog2017_SLAMseq,,,,unmapped
Epc2,Epc2,0.879114013064188,mESC,Herzog2017_SLAMseq,,,,unmapped
Epcam,Epcam,6.55401348391858,mESC,Herzog2017_SLAMseq,,,,unmapped
Epha2,Epha2,1.81057398053835,mESC,Herzog2017_SLAMseq,,,,unmapped
Ephb3,Ephb3,1.69496128239669,mESC,Herzog2017_SLAMseq,,,,unmapped
Epm2aip1,Epm2aip1,2.97637048052295,mESC,Herzog2017_SLAMseq,,,,unmapped
Epn1,Epn1,9.24241448763723,mESC,Herzog2017_SLAMseq,,,,unmapped
Eprs,Eprs,3.11190760463071,mESC,Herzog2017_SLAMseq,,,,unmapped
Ercc2,Ercc2,2.70900533438861,mESC,Herzog2017_SLAMseq,,,,unmapped
Ercc3,Ercc3,4.99905853386904,mESC,Herzog2017_SLAMseq,,,,unmapped
Ercc4,Ercc4,2.18650916137209,mESC,Herzog2017_SLAMseq,,,,unmapped
Ercc8,Ercc8,4.36040611551631,mESC,Herzog2017_SLAMseq,,,,unmapped
Erdr1,Erdr1,2.50903615144627,mESC,Herzog2017_SLAMseq,,,,unmapped
Ergic1,Ergic1,4.43903720040672,mESC,Herzog2017_SLAMseq,,,,unmapped
Ergic1,Ergic1,5.22455054988334,mESC,Herzog2017_SLAMseq,,,,unmapped
Ergic3,Ergic3,5.63477872414202,mESC,Herzog2017_SLAMseq,,,,unmapped
Erlin2,Erlin2,4.68761059408073,mESC,Herzog2017_SLAMseq,,,,unmapped
Esam,Esam,1.91863975506786,mESC,Herzog2017_SLAMseq,,,,unmapped
Esd,Esd,10.2007198382595,mESC,Herzog2017_SLAMseq,,,,unmapped
Espl1,Espl1,3.80202105130827,mESC,Herzog2017_SLAMseq,,,,unmapped
Esrrb,Esrrb,2.78427604940892,mESC,Herzog2017_SLAMseq,,,,unmapped
Esyt2,Esyt2,3.77074692121146,mESC,Herzog2017_SLAMseq,,,,unmapped
Etfb,Etfb,9.31461512261144,mESC,Herzog2017_SLAMseq,,,,unmapped
Etl4,Etl4,4.18847803813731,mESC,Herzog2017_SLAMseq,,,,unmapped
Etnk1,Etnk1,3.33124496663562,mESC,Herzog2017_SLAMseq,,,,unmapped
Ets2,Ets2,2.19273228094589,mESC,Herzog2017_SLAMseq,,,,unmapped
Etv6,Etv6,2.78721534039676,mESC,Herzog2017_SLAMseq,,,,unmapped
Eva1b,Eva1b,1.66491170592759,mESC,Herzog2017_SLAMseq,,,,unmapped
Evc2,Evc2,4.23841556183274,mESC,Herzog2017_SLAMseq,,,,unmapped
Exo1,Exo1,3.62386465410627,mESC,Herzog2017_SLAMseq,,,,unmapped
Exoc1,Exoc1,2.11052270552564,mESC,Herzog2017_SLAMseq,,,,unmapped
Exoc4,Exoc4,5.12743086379332,mESC,Herzog2017_SLAMseq,,,,unmapped
Exoc4,Exoc4,4.5473766643042,mESC,Herzog2017_SLAMseq,,,,unmapped
Exosc10,Exosc10,4.13046978842502,mESC,Herzog2017_SLAMseq,,,,unmapped
Exosc2,Exosc2,3.49014068075907,mESC,Herzog2017_SLAMseq,,,,unmapped
Exosc4,Exosc4,2.94511270499082,mESC,Herzog2017_SLAMseq,,,,unmapped
Exosc4,Exosc4,1.12822485728078,mESC,Herzog2017_SLAMseq,,,,unmapped
Exosc5,Exosc5,6.66986054003732,mESC,Herzog2017_SLAMseq,,,,unmapped
Exosc6,Exosc6,1.73368618509979,mESC,Herzog2017_SLAMseq,,,,unmapped
Exosc7,Exosc7,4.59115554101451,mESC,Herzog2017_SLAMseq,,,,unmapped
Exosc9,Exosc9,6.58923576872617,mESC,Herzog2017_SLAMseq,,,,unmapped
Eya3,Eya3,5.6313763555671,mESC,Herzog2017_SLAMseq,,,,unmapped
Eya3,Eya3,1.99987644115988,mESC,Herzog2017_SLAMseq,,,,unmapped
F11r,F11r,4.04234601707918,mESC,Herzog2017_SLAMseq,,,,unmapped
F8a,F8a,2.91155477712008,mESC,Herzog2017_SLAMseq,,,,unmapped
Fabp3,Fabp3,8.26775903790675,mESC,Herzog2017_SLAMseq,,,,unmapped
Fads1,Fads1,4.32723249086075,mESC,Herzog2017_SLAMseq,,,,unmapped
Faf1,Faf1,5.88184703353411,mESC,Herzog2017_SLAMseq,,,,unmapped
Faf2,Faf2,2.40106875884392,mESC,Herzog2017_SLAMseq,,,,unmapped
Faim,Faim,3.46417772294255,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam102a,Fam102a,2.21320648422197,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam117a,Fam117a,2.02303854211763,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam117b,Fam117b,2.13078760420129,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam129a,Fam129a,2.59484827832773,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam129b,Fam129b,4.40835734578214,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam134a,Fam134a,1.84415191107253,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam136a,Fam136a,4.18458063575837,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam168a,Fam168a,2.77157431743248,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam169a,Fam169a,2.21091766715472,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam173b,Fam173b,3.70327447598711,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam175b,Fam175b,1.06959216323314,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam178a,Fam178a,1.6700494269838,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam179b,Fam179b,3.26748712262638,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam185a,Fam185a,3.89146160088442,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam193a,Fam193a,1.46547094438616,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam208a,Fam208a,2.18901070015109,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam20c,Fam20c,3.05218628373181,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam220a,Fam220a,6.71243452935441,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam220a,Fam220a,2.00141365431117,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam32a,Fam32a,4.46435068727942,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam32a,Fam32a,3.28296403241771,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam43a,Fam43a,1.43070727777106,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam50a,Fam50a,7.98562968415294,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam53c,Fam53c,3.45991209889692,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam63a,Fam63a,4.79100402312813,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam64a,Fam64a,2.26604630939661,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam65a,Fam65a,3.98606364707339,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam76b,Fam76b,2.47458472152333,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam83d,Fam83d,2.56391364537257,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam8a1,Fam8a1,2.35540050221267,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam91a1,Fam91a1,3.04826493193617,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam96a,Fam96a,5.25654935715076,mESC,Herzog2017_SLAMseq,,,,unmapped
Fam98b,Fam98b,4.29645669754198,mESC,Herzog2017_SLAMseq,,,,unmapped
Fancb,Fancb,1.62314991857847,mESC,Herzog2017_SLAMseq,,,,unmapped
Fance,Fance,4.3912685187413,mESC,Herzog2017_SLAMseq,,,,unmapped
Fanci,Fanci,4.2575203786586,mESC,Herzog2017_SLAMseq,,,,unmapped
Fancl,Fancl,4.6005420913725,mESC,Herzog2017_SLAMseq,,,,unmapped
Far1,Far1,4.73110085736585,mESC,Herzog2017_SLAMseq,,,,unmapped
Fars2,Fars2,2.56028843161084,mESC,Herzog2017_SLAMseq,,,,unmapped
Farsa,Farsa,4.98821682481519,mESC,Herzog2017_SLAMseq,,,,unmapped
Fastkd2,Fastkd2,3.37496484212058,mESC,Herzog2017_SLAMseq,,,,unmapped
Fastkd3,Fastkd3,2.36364187100615,mESC,Herzog2017_SLAMseq,,,,unmapped
Fat1,Fat1,3.77911066829492,mESC,Herzog2017_SLAMseq,,,,unmapped
Fau,Fau,12.9069627381826,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbl,Fbl,9.30454258913813,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbrs,Fbrs,2.67834170347497,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo15,Fbxo15,3.29788948150773,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo21,Fbxo21,4.36417416829265,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo21,Fbxo21,2.31805636710274,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo22,Fbxo22,3.59924709295345,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo25,Fbxo25,2.69504467132905,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo34,Fbxo34,3.61908551787272,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo42,Fbxo42,2.90030725630053,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo46,Fbxo46,1.08250179308458,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxo7,Fbxo7,3.4229389614661,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxw11,Fbxw11,2.4247209038809,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxw5,Fbxw5,4.79019141851132,mESC,Herzog2017_SLAMseq,,,,unmapped
Fbxw9,Fbxw9,5.08450602553423,mESC,Herzog2017_SLAMseq,,,,unmapped
Fcf1,Fcf1,5.8111828018723,mESC,Herzog2017_SLAMseq,,,,unmapped
Fem1a,Fem1a,1.40460015080412,mESC,Herzog2017_SLAMseq,,,,unmapped
Fgd1,Fgd1,4.57849285428038,mESC,Herzog2017_SLAMseq,,,,unmapped
Fgf15,Fgf15,1.91341453861469,mESC,Herzog2017_SLAMseq,,,,unmapped
Fgf4,Fgf4,1.48053645972826,mESC,Herzog2017_SLAMseq,,,,unmapped
Fgfr1,Fgfr1,2.61230054571789,mESC,Herzog2017_SLAMseq,,,,unmapped
Fgfr1op2,Fgfr1op2,10.0568207946871,mESC,Herzog2017_SLAMseq,,,,unmapped
Fibp,Fibp,6.44736416913556,mESC,Herzog2017_SLAMseq,,,,unmapped
Fip1l1,Fip1l1,3.22667328509913,mESC,Herzog2017_SLAMseq,,,,unmapped
Fip1l1,Fip1l1,2.22676032580058,mESC,Herzog2017_SLAMseq,,,,unmapped
Fkbp10,Fkbp10,4.99690409845531,mESC,Herzog2017_SLAMseq,,,,unmapped
Fkbp1a,Fkbp1a,7.8536763665424,mESC,Herzog2017_SLAMseq,,,,unmapped
Fkbp1a,Fkbp1a,7.44568292761619,mESC,Herzog2017_SLAMseq,,,,unmapped
Fkbp9,Fkbp9,6.20447072227353,mESC,Herzog2017_SLAMseq,,,,unmapped
Fkbpl,Fkbpl,3.35966244605531,mESC,Herzog2017_SLAMseq,,,,unmapped
Flnb,Flnb,4.44629665357982,mESC,Herzog2017_SLAMseq,,,,unmapped
Fmc1,Fmc1,15.7302993280454,mESC,Herzog2017_SLAMseq,,,,unmapped
Fmnl2,Fmnl2,3.17274886044692,mESC,Herzog2017_SLAMseq,,,,unmapped
Fmr1,Fmr1,4.53158327652896,mESC,Herzog2017_SLAMseq,,,,unmapped
Fmr1,Fmr1,3.52343657579292,mESC,Herzog2017_SLAMseq,,,,unmapped
Fmr1nb,Fmr1nb,6.84703082851445,mESC,Herzog2017_SLAMseq,,,,unmapped
Fnbp4,Fnbp4,3.25874114871213,mESC,Herzog2017_SLAMseq,,,,unmapped
Fnbp4,Fnbp4,2.20221478176353,mESC,Herzog2017_SLAMseq,,,,unmapped
Fntb,Fntb,4.11823185923797,mESC,Herzog2017_SLAMseq,,,,unmapped
Foxd3,Foxd3,0.997681782966096,mESC,Herzog2017_SLAMseq,,,,unmapped
Foxj3,Foxj3,1.73666511956825,mESC,Herzog2017_SLAMseq,,,,unmapped
Foxk1,Foxk1,1.69971894968259,mESC,Herzog2017_SLAMseq,,,,unmapped
Foxk2,Foxk2,1.62063052265912,mESC,Herzog2017_SLAMseq,,,,unmapped
Foxm1,Foxm1,3.29990728802904,mESC,Herzog2017_SLAMseq,,,,unmapped
Foxn2,Foxn2,3.22684498236405,mESC,Herzog2017_SLAMseq,,,,unmapped
Foxo4,Foxo4,6.31924259811004,mESC,Herzog2017_SLAMseq,,,,unmapped
Frmd4a,Frmd4a,1.34680104619369,mESC,Herzog2017_SLAMseq,,,,unmapped
Frmd6,Frmd6,2.4214912664996,mESC,Herzog2017_SLAMseq,,,,unmapped
Frrs1,Frrs1,3.98757483374286,mESC,Herzog2017_SLAMseq,,,,unmapped
Frrs1,Frrs1,4.19066055193576,mESC,Herzog2017_SLAMseq,,,,unmapped
Fscn1,Fscn1,7.86112569444209,mESC,Herzog2017_SLAMseq,,,,unmapped
Fth1,Fth1,13.9901446224127,mESC,Herzog2017_SLAMseq,,,,unmapped
Fto,Fto,5.42246708654459,mESC,Herzog2017_SLAMseq,,,,unmapped
Fubp1,Fubp1,5.22378862728068,mESC,Herzog2017_SLAMseq,,,,unmapped
Fubp1,Fubp1,2.6735423825218,mESC,Herzog2017_SLAMseq,,,,unmapped
Fubp3,Fubp3,4.2786669611731,mESC,Herzog2017_SLAMseq,,,,unmapped
Fuca1,Fuca1,4.03993790848915,mESC,Herzog2017_SLAMseq,,,,unmapped
Fundc2,Fundc2,8.02692904739199,mESC,Herzog2017_SLAMseq,,,,unmapped
Fus,Fus,6.31148102062573,mESC,Herzog2017_SLAMseq,,,,unmapped
Fxr1,Fxr1,6.76675877156993,mESC,Herzog2017_SLAMseq,,,,unmapped
Fxr1,Fxr1,3.46748607984908,mESC,Herzog2017_SLAMseq,,,,unmapped
Fxr2,Fxr2,2.9992479044451,mESC,Herzog2017_SLAMseq,,,,unmapped
Fyttd1,Fyttd1,4.25534323334061,mESC,Herzog2017_SLAMseq,,,,unmapped
Fzd10,Fzd10,2.33585533743684,mESC,Herzog2017_SLAMseq,,,,unmapped
Fzd7,Fzd7,1.24653504254651,mESC,Herzog2017_SLAMseq,,,,unmapped
G2e3,G2e3,2.04105128169076,mESC,Herzog2017_SLAMseq,,,,unmapped
G3bp1,G3bp1,3.97854329700461,mESC,Herzog2017_SLAMseq,,,,unmapped
G3bp1,G3bp1,4.42614568692676,mESC,Herzog2017_SLAMseq,,,,unmapped
G3bp1,G3bp1,3.99376854813988,mESC,Herzog2017_SLAMseq,,,,unmapped
Gabarap,Gabarap,5.49910040021842,mESC,Herzog2017_SLAMseq,,,,unmapped
Gabarapl1,Gabarapl1,3.68440590064862,mESC,Herzog2017_SLAMseq,,,,unmapped
Gabarapl2,Gabarapl2,8.47405068786391,mESC,Herzog2017_SLAMseq,,,,unmapped
Gabarapl2,Gabarapl2,5.5702216638967,mESC,Herzog2017_SLAMseq,,,,unmapped
Gabbr1,Gabbr1,2.8754695275556,mESC,Herzog2017_SLAMseq,,,,unmapped
Gabpa,Gabpa,4.19890163979908,mESC,Herzog2017_SLAMseq,,,,unmapped
Gadd45gip1,Gadd45gip1,7.95698494439081,mESC,Herzog2017_SLAMseq,,,,unmapped
Gadd45gip1,Gadd45gip1,3.14619731807878,mESC,Herzog2017_SLAMseq,,,,unmapped
Galnt1,Galnt1,3.67138881496534,mESC,Herzog2017_SLAMseq,,,,unmapped
Galnt11,Galnt11,1.5085722676766,mESC,Herzog2017_SLAMseq,,,,unmapped
Galnt2,Galnt2,3.20282411947718,mESC,Herzog2017_SLAMseq,,,,unmapped
Ganab,Ganab,4.91426796146959,mESC,Herzog2017_SLAMseq,,,,unmapped
Gars,Gars,5.32928813484976,mESC,Herzog2017_SLAMseq,,,,unmapped
Gbf1,Gbf1,3.17039498573084,mESC,Herzog2017_SLAMseq,,,,unmapped
Gclc,Gclc,4.32029689707367,mESC,Herzog2017_SLAMseq,,,,unmapped
Gclm,Gclm,4.74338098211259,mESC,Herzog2017_SLAMseq,,,,unmapped
Gcn1l1,Gcn1l1,5.93876411941544,mESC,Herzog2017_SLAMseq,,,,unmapped
Gcnt2,Gcnt2,1.86898998082412,mESC,Herzog2017_SLAMseq,,,,unmapped
Gdi1,Gdi1,5.32772078005465,mESC,Herzog2017_SLAMseq,,,,unmapped
Gdi2,Gdi2,8.04528479488467,mESC,Herzog2017_SLAMseq,,,,unmapped
Gdi2,Gdi2,5.51529481435539,mESC,Herzog2017_SLAMseq,,,,unmapped
Gemin2,Gemin2,2.69437685873223,mESC,Herzog2017_SLAMseq,,,,unmapped
Gemin2,Gemin2,2.83147463918991,mESC,Herzog2017_SLAMseq,,,,unmapped
Gemin6,Gemin6,2.91826271515197,mESC,Herzog2017_SLAMseq,,,,unmapped
Get4,Get4,6.80074545786746,mESC,Herzog2017_SLAMseq,,,,unmapped
Get4,Get4,3.72825683751194,mESC,Herzog2017_SLAMseq,,,,unmapped
Gfm1,Gfm1,3.33829369744642,mESC,Herzog2017_SLAMseq,,,,unmapped
Gfm2,Gfm2,3.81374589559646,mESC,Herzog2017_SLAMseq,,,,unmapped
Gfpt1,Gfpt1,3.91383709743346,mESC,Herzog2017_SLAMseq,,,,unmapped
Gfpt2,Gfpt2,4.60106232549442,mESC,Herzog2017_SLAMseq,,,,unmapped
Gga1,Gga1,2.7838722243925,mESC,Herzog2017_SLAMseq,,,,unmapped
Gid4,Gid4,4.15774323630699,mESC,Herzog2017_SLAMseq,,,,unmapped
Gid4,Gid4,2.95464144384549,mESC,Herzog2017_SLAMseq,,,,unmapped
Gid8,Gid8,3.55377856159554,mESC,Herzog2017_SLAMseq,,,,unmapped
Gins1,Gins1,3.5485153820081,mESC,Herzog2017_SLAMseq,,,,unmapped
Gipc1,Gipc1,4.34074423959236,mESC,Herzog2017_SLAMseq,,,,unmapped
Git1,Git1,2.70202848905056,mESC,Herzog2017_SLAMseq,,,,unmapped
Gja1,Gja1,3.53502780382178,mESC,Herzog2017_SLAMseq,,,,unmapped
Glb1,Glb1,6.32944284851328,mESC,Herzog2017_SLAMseq,,,,unmapped
Gle1,Gle1,2.77444539062454,mESC,Herzog2017_SLAMseq,,,,unmapped
Gle1,Gle1,5.12942374428625,mESC,Herzog2017_SLAMseq,,,,unmapped
Glis2,Glis2,1.67425297411845,mESC,Herzog2017_SLAMseq,,,,unmapped
Glmp,Glmp,4.022851620615,mESC,Herzog2017_SLAMseq,,,,unmapped
Glrx2,Glrx2,5.68769312052972,mESC,Herzog2017_SLAMseq,,,,unmapped
Glrx3,Glrx3,7.60892833247528,mESC,Herzog2017_SLAMseq,,,,unmapped
Glrx5,Glrx5,4.78912379829366,mESC,Herzog2017_SLAMseq,,,,unmapped
Glt8d1,Glt8d1,2.9931730773079,mESC,Herzog2017_SLAMseq,,,,unmapped
Glud1,Glud1,7.56035781967246,mESC,Herzog2017_SLAMseq,,,,unmapped
Glud1,Glud1,5.88425740394377,mESC,Herzog2017_SLAMseq,,,,unmapped
Glul,Glul,2.26242638850779,mESC,Herzog2017_SLAMseq,,,,unmapped
Glul,Glul,4.53080947115957,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm16286,Gm16286,2.75921916484579,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm19705,Gm19705,4.56183967498934,mESC,Herzog2017_SLAMseq,ENSMUSG00000097113.9,ENSMUST00000180495.8,Gm19705,symbol_exact
Gm21949,Gm21949,3.66734563926756,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm364,Gm364,6.45297274417072,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm37013,Gm37013,5.88408646510912,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm38666,Gm38666,5.88408646510912,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm38667,Gm38667,5.88408646510912,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm5134,Gm5134,2.84978687914874,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm561,Gm561,3.68872310145095,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm5617,Gm5617,4.85786424136377,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm6563,Gm6563,6.64040941895679,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm6792,Gm6792,4.4886891316174,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm6793,Gm6793,7.81116359694331,mESC,Herzog2017_SLAMseq,,,,unmapped
Gm9938,Gm9938,2.19147295551775,mESC,Herzog2017_SLAMseq,,,,unmapped
Gmppb,Gmppb,3.24997933821211,mESC,Herzog2017_SLAMseq,,,,unmapped
Gmpr,Gmpr,2.93920821615751,mESC,Herzog2017_SLAMseq,,,,unmapped
Gmps,Gmps,4.98485782444638,mESC,Herzog2017_SLAMseq,,,,unmapped
Gna13,Gna13,2.38815651694468,mESC,Herzog2017_SLAMseq,,,,unmapped
Gnb1,Gnb1,8.58056128362789,mESC,Herzog2017_SLAMseq,,,,unmapped
Gnb1,Gnb1,5.76169747422631,mESC,Herzog2017_SLAMseq,,,,unmapped
Gnb1l,Gnb1l,3.52623906853651,mESC,Herzog2017_SLAMseq,,,,unmapped
Gng10,Gng10,5.16203988020424,mESC,Herzog2017_SLAMseq,,,,unmapped
Gng12,Gng12,7.47787691114846,mESC,Herzog2017_SLAMseq,,,,unmapped
Gng5,Gng5,9.9078255913635,mESC,Herzog2017_SLAMseq,,,,unmapped
Gnl1,Gnl1,5.79466822244517,mESC,Herzog2017_SLAMseq,,,,unmapped
Gnl1,Gnl1,2.43406318952645,mESC,Herzog2017_SLAMseq,,,,unmapped
Gnl2,Gnl2,4.64890782723981,mESC,Herzog2017_SLAMseq,,,,unmapped
Gnpat,Gnpat,3.17842451829371,mESC,Herzog2017_SLAMseq,,,,unmapped
